image_path,crowding,confidence
Teeth or Dental Image Dataset/Lower Front/LF 0459.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0460.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0461.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0462.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0463.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0464.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0465.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0466.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0467.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0468.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0469.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0470.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0471.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0472.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0473.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0474.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0475.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0476.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0477.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0478.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0479.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0480.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0481.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0482.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0483.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0484.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0485.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0486.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0487.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0488.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0489.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0490.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0491.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0492.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0493.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0494.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0495.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0496.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0498.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0499.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0500.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0501.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0502.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0503.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0504.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0505.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0506.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0507.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0508.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0509.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0510.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0511.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0512.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0513.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0514.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0515.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0516.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0517.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0518.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0519.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0521.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0522.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0523.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0524.jpg,0,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0525.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0526.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0527.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0529.jpg,0,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0530.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0531.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0532.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0533.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0534.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0535.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0536.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0537.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0538.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0539.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0540.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0541.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0542.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0543.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0544.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0545.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0546.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0547.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0548.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0549.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0550.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0551.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0552.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0553.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0554.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0555.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0556.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0557.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0558.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0559.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0560.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0561.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0562.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0563.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0564.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0565.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0566.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0567.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0568.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0569.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0570.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0571.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0572.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0573.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0574.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0575.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0576.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0577.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0578.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0580.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0581.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0582.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0583.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0584.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0585.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0586.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0587.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0588.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0589.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0590.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0591.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0592.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0593.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0594.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0595.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0596.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0597.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0598.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0599.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0600.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0601.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0602.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0603.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0604.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0605.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0607.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0608.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0609.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0610.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0611.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0612.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0613.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0614.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0615.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0616.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0618.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0619.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0620.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0621.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0622.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0623.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0624.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0625.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0626.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0627.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0628.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0630.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0631.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0632.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0633.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0634.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0635.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0636.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0637.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0638.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0639.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0640.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0641.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0642.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0643.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0645.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0646.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0647.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0648.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0649.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0650.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0651.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0652.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0653.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0654.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0655.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0656.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0657.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0658.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0659.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0660.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0661.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0662.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0663.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0664.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0665.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0666.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0667.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0668.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0669.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0670.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0671.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0672.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0674.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0675.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0676.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0677.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0678.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0679.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0680.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0681.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0682.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0683.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0684.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0685.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0686.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0687.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0688.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0689.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0690.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0691.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0692.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0693.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0694.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0695.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0696.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0697.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0698.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0699.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0700.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0701.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0702.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0703.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0704.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0705.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0706.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0707.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0708.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0709.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0711.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0712.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0713.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0714.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0715.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0716.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0717.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0718.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0719.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0720.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0721.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0722.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0723.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0724.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0725.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0726.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0727.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0728.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0729.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0730.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0731.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0732.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0733.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0734.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0735.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0736.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0737.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0739.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0740.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0741.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0742.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0743.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0744.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0745.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0746.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0747.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0748.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0749.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0750.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0751.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0753.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0754.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0755.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0756.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0757.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0758.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0759.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0760.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0761.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0762.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0763.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0764.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0765.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0766.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0767.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0768.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0769.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0770.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0771.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0772.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0773.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0774.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0775.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0776.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0777.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0778.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0779.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0780.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0781.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0782.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0784.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0785.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0786.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0787.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0788.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0789.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0790.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0791.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0793.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0794.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0795.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0796.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0797.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0798.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0799.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0800.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0801.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0802.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0803.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0804.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0805.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0806.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0807.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0808.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0809.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0810.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0811.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0812.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0813.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0814.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0815.jpg,0,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0817.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0818.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0819.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0820.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0821.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0822.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0823.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0824.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0825.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0826.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0827.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0828.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0829.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0830.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0831.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0832.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0833.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0834.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0835.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0836.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0837.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0838.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0839.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0840.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0841.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0842.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0843.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0844.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0845.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0846.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0847.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0848.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0849.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0850.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0851.jpg,0,0.85
